repo,Nielsen_theme,__source_file__,nielsen_theme_raw,nielsen_theme_canonical
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
sigstore/cosign,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 2. Match between system and the real world, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,6. Recognition rather than recall,6. Recognition rather than recall
sigstore/cosign,"10. Help and documentation, 6. Recognition rather than recall, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,2. Match between system and the real world,2. Match between system and the real world
sigstore/cosign,"10. Help and documentation, 2. Match between system and the real world, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards",sigstore__cosign___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,1. Visibility of system status,1. Visibility of system status
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"1. Visibility of system status, 10. Help and documentation, 7. Flexibility and efficiency of use",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,10. Help and documentation,10. Help and documentation
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,4. Consistency and standards,4. Consistency and standards
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,7. Flexibility and efficiency of use,7. Flexibility and efficiency of use
sigstore/cosign,"10. Help and documentation, 4. Consistency and standards, 7. Flexibility and efficiency of use, 9. Help users recognize, diagnose, and recover from errors",sigstore__cosign___non-human_phase3_labeled.xlsx,"9. Help users recognize, diagnose, and recover from errors","9. Help users recognize, diagnose, and recover from errors"
